productid,merchandisegroup,merchandisesubgroup,isocountrycode,article,internationalarticlenumber,sectionname,familyname,categoryname,subcategoryname,merchandisefamily,weightproduct,scaleproduct,vatdescription,vatrate,agelimit,hwgdescription
5702646,Surtido seco,BollerÃ­a / Chips,ES,Tostfrit Palomitas cobertura fresa,5702646,"","","","","Aperitivos salados, patatas fritas, productos extrusionados",false,false,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5705172,Nevera,Mopro (nev),ES,Veggies Rojo,5705172,BEBIDAS,"ZUMOS,NECTAR,MOSTO",ZUMO,ZUMO REFRIGERADO,Yogures para beber / bebidas,false,false,Reducido,10.0,Keines,Fresco
5708067,Surtido seco,Desayuno,ES,Hero Confitura de fresa,5708067,"","","","",Confitura,false,false,Reducido,10.0,Keines,AlimentaciÃ³n
791,Fruta y Verdura,Verdura,ES,Col lombarda,"","","","","",Variedades de col,true,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
3985,Surtido seco,BollerÃ­a / Chips,ES,Bolsa merienda+mini cookies,5702944,ALIMENTACION SECA,GALLETAS(DULCE/SAL),GALLET.DULCES,BARQUILLO,BollerÃ­a,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
4251,Nevera,Mopro (nev),ES,Danone Oikos yogur griego,"",DERIVADOS LACTEOS,YOGUR&LECHE FER,YOGUR CREMOSO/GRIEGO,YOGUR CREMOSO/GRIEGO,Yogur natural,false,false,Reducido,10.0,Keines,Fresco
5306,Surtido seco,Alim.BÃ¡sica/Desayuno/Bio,ES,BLUE DRAGON ARROZ JAPONES SUSHI,"","","","","",Arroz,false,true,Superreducido,4.0,Keines,AlimentaciÃ³n
8150,Nevera,Embutidos (Nevera),ES,El Pozo Salchichas,"","","","","",Salchichas cocidas,false,true,Reducido,10.0,Keines,Fresco
82353,Fruta y Verdura,Verdura,ES,CalabacÃ­n blanco,82353,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,VERDURAS/HORTALIZAS,CALABACIN,Verduras (FeingemÃ¼se),true,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
83333,Fruta y Verdura,Verdura,ES,Cebolla 2kg,83333,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,VERDURAS/HORTALIZAS,CEBOLLA,Patatas/cebollas,false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
92504,Surtido seco,Bebidas sin alcohol,ES,AriZona Refresco de tÃ© surt.,"",BEBIDAS,BEBIDAS REFRESCANTES,REFRESCO SIN GAS,REFRESCO TE,"NÃ©ctares, bebidas de zumos de fruta, otros",false,false,Reducido,10.0,Keines,Bebidas
5706013,Surtido seco,Vinos / Cavas,ES,Garena Txakolina Bizkaiko Txakolina,5706013,BEBIDAS,TOTAL VINOS,BLANCO,CON DENOMINACION,Vino blanco de Europa,false,false,Ordinario,21.0,18,Bebidas
5708482,Surtido seco,Cervezas / Derivados,ES,"Ãguila Cerveza especial A5,5%P13%",5708482,"","","","","Cerveza, combinados de cerveza",false,false,Ordinario,21.0,18,Bebidas
5800738,Surtido seco,BollerÃ­a / Chips,ES,Tirma Mini digestive,5800738,ALIMENTACION SECA,GALLETAS(DULCE/SAL),GALLET.DULCES,DIGESTIVE,BollerÃ­a,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
1446,Surtido seco,Cosmetic,ES,Pantene Pack Especial Anti edad,"",PERFUMERIA E HIGIENE,PRODUCTOS CAPILARES,CHAMPU,CHAMPU,Productos para el cuidado del cabello,false,true,Ordinario,21.0,Keines,Surtido NF
3199,Surtido seco,Bebidas sin alcohol,ES,Pepsi Regular,"",BEBIDAS,BEBIDAS REFRESCANTES,REFRESCO CON GAS,COLAS,"Gaseosas, limonadas",false,false,Reducido,10.0,Keines,Bebidas
4917,Surtido seco,Golosinas,ES,Valor Chocolatium negro 70%,5703819,ALIMENTACION SECA,CHOCOLATES Y CREMAS,TABLETAS CHOCOLATE,TABLETAS CHOCOLATE,Tabletas de chocolate (incl. mini),false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5767,Surtido seco,Cosmetic,ES,Nivea deospray surtido,"","","","","","Desodorante, colonia, perfume, lociÃ³n de afeitado",false,false,Ordinario,21.0,Keines,Surtido NF
5702427,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,Bicentury Tortitas arroz integral,"",ALIMENTACION SECA,LINEAL DIETETICA,TORTITAS,TORTITAS,"Biscotes, pan crujiente, crackers",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5704246,Surtido seco,Conservas carne / Platos preparados,ES,La Piara patÃ© de atÃºn al natural,5704246,CONSERVAS,"CONS.CARNE,PATE Y SALCHICHAS",PATE Y FOIE ENV.,PATE Y FOIE ENV.,Conservas de carne / embutido / salchichas,false,true,Reducido,10.0,Keines,Conservas
5706410,Surtido seco,Alim. Infantil,ES,Hero Yogures pack fresa,"",PRODUCTOS PARA BEBE,T.ALIMENTOS INFANTILS,TARRITOS/POUCH,TARRITOS/POUCH,Leche infantil,false,true,Reducido,10.0,Keines,Conservas
5707904,Surtido seco,Cosmetic,ES,Nivea Pack Navidad mujer,5707904,"","","","","Geles de ducha, productos de baÃ±o, jabones",false,true,Ordinario,21.0,Keines,Surtido NF
581,Nevera,Delicatesen (nev),ES,CASA TARRADELLAS PIZZA BOLOÃ‘ESA SAB,"","","","","","Platos preparados, comida rÃ¡pida",false,true,Reducido,10.0,Keines,Fresco
747,Fruta y Verdura,Fruta,ES,GRANADA,"","","","","",Frutas exÃ³ticas,true,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
3726,Surtido seco,Mopro,ES,"ASTURIANA LECHE SEMI 1,5% PACK-4","","","","","",Leche UHT,false,true,Superreducido,4.0,Keines,AlimentaciÃ³n
4190,Surtido seco,Cosmetic,ES,Listerine Expositor,"",PERFUMERIA E HIGIENE,HIGIENE BUCAL,ELIXIRES,ELIXIRES,"Higiene bucal, afeitado",false,false,Ordinario,21.0,Keines,Surtido NF
4305,Nevera,Queso (nev),ES,Philadelphia pimiento asado,"",QUESOS,QUESO FRESCO,Q.FRESC.UNTAR,Q.FRESC.UNTAR,"Queso fresco / preparado de queso fresco, productos lÃ¡cteos para untar",false,false,Reducido,10.0,Keines,Fresco
4519,Fruta y Verdura,Fruta,ES,.,"","","","","",Bananas/PlÃ¡tanos,false,false,X_Antiguo - Ordinario,16.0,Keines,F&V/Plantas y Flores
4816,Surtido seco,Cons. Pescado,ES,Tejero Melva en aceite de oliva,5702867,CONSERVAS,CONSERVAS DE PESCADO,RESTO CONS.PESCADO,RESTO CONS.PESCADO,Conservas de pescado,false,true,Reducido,10.0,Keines,Conservas
6481,Surtido seco,Licores,ES,CREMA DI LIMONCELLO 17% VOL,"","","","","",Licores,false,false,Ordinario,21.0,18,Bebidas
43830,Fruta y Verdura,Fruta,ES,.,"","","","","",CÃ­tricos,false,false,Cero,0.0,Keines,F&V/Plantas y Flores
80619,Fruta y Verdura,Fruta,ES,Aguacate malla 700g,80619,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,FRUTAS,AGUACATE,Frutas exÃ³ticas,false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
5703625,Nevera,Delicatesen (nev),ES,Ovono Claras de huevo,5703625,PLATOS COCINADOS,RESTO PLATOS COCIN,RESTO PLATOS COCIN,RESTO PLATOS COCIN,Otros artÃ­culos delicatessen,false,false,Reducido,10.0,Keines,Fresco
5705311,Surtido seco,BollerÃ­a / Chips,ES,GullÃ³n Mix D. Nature Chip Chocolate,5705311,ALIMENTACION SECA,GALLETAS(DULCE/SAL),GALLET.DULCES,BANADA/CUBIERTA/COOKIE,BollerÃ­a,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5705719,Nevera,Delicatesen (nev),ES,Levanova Levadura fresca,5705719,ALIMENTACION SECA,REPOSTERIA,REPOSTERIA,REPOSTERIA,Otros artÃ­culos delicatessen,false,true,Reducido,10.0,Keines,Fresco
5707341,Surtido seco,Cosmetic,ES,Laiseven spray corporal Mallorca,5707341,PERFUMERIA E HIGIENE,PROD.CORPORALES PERSO.,LOCION. Y LECH.COR.,LOCION. Y LECH.COR.,"Desodorante, colonia, perfume, lociÃ³n de afeitado",false,false,Ordinario,21.0,Keines,Surtido NF
5800227,Surtido seco,Conservas carne / Platos preparados,ES,DAK Salchichas tipo cocktail,5800227,"","","","",Conservas de carne / embutido / salchichas,false,false,Cero,0.0,Keines,Conservas
5801098,Surtido seco,BollerÃ­a / Chips,ES,Galletas Bandama Surtido Mini Cleo,"","","","","",BollerÃ­a,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
1239,Surtido seco,Art. Limpieza,ES,MimosÃ­n suavizante concentrado,"",DROGUERIA,SUAVIZANTES ROPA,SUAVIZANTES ROPA,CONCENTRADO,"Detergentes en polvo, lÃ­quido y en pastillas / suavizante",false,false,Ordinario,21.0,Keines,Surtido NF
3624,Fruta y Verdura,Verdura,ES,Patata gallega,"","","","","",Verduras (GrobegemÃ¼se),false,false,Superreducido,4.0,Keines,F&V/Plantas y Flores
4525,Surtido seco,Cons. Pescado,ES,CALVO BERBERECHOS AL NATURAL 40/50,"","","","","",Conservas de pescado,false,false,Reducido,10.0,Keines,Conservas
5358,Surtido seco,Cosmetic,ES,Colgate Cepillo de dientes 2+2 grat,"","","","","","Higiene bucal, afeitado",false,true,Ordinario,21.0,Keines,Surtido NF
5553,Surtido seco,Cosmetic,ES,S3 Agua de colonia,"","","","","","Desodorante, colonia, perfume, lociÃ³n de afeitado",false,false,Ordinario,21.0,Keines,Surtido NF
7200,Surtido seco,Golosinas,ES,Haribo Fantasmas de goma,"",ALIMENTACION SECA,"CHICLES, CARAMELO, GOLOSI",GOLOSINAS,GOLOSINAS,"Golosinas, regaliz",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
8561,Surtido seco,BollerÃ­a / Chips,ES,Bicentur Nackis minitortitas jamÃ³n,5703415,ALIMENTACION SECA,LINEAL DIETETICA,TORTITAS,TORTITAS,"Aperitivos salados, patatas fritas, productos extrusionados",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
8844,Surtido seco,Art. Hogar / medias,ES,Cubiertos TO GO,"",ARTICULOS  RESTO,ARTICULOS  RESTO,ARTICULOS  RESTO,ARTICULOS  RESTO,Otros artÃ­culos domÃ©sticos,false,true,Ordinario,21.0,Keines,Surtido NF
81676,Fruta y Verdura,Fruta,ES,Kiwi ecolÃ³gico,81676,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,FRUTAS,KIWI,Frutas exÃ³ticas,false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
5707440,Carne,Carne Fresca,ES,Back bacon de cerdo con verduras,5707440,FRESCOS PERECEDEROS,CARNE FRESCA,CERDO,CERDO,Cerdo,true,false,Reducido,10.0,Keines,Pollo/Carne/Pescado
5800760,Surtido seco,BollerÃ­a / Chips,ES,Tirma Guanchitos blanco,5800760,ALIMENTACION SECA,PASTEL.BOLLER.IND.,REST.PAST.BOLL.IND,REST.PAST.BOLL.IND,BollerÃ­a,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
1238,Surtido seco,Bebidas sin alcohol,ES,Coca Cola light,"","","","","","Gaseosas, limonadas",false,false,Reducido,10.0,Keines,Bebidas
3076,Surtido seco,Bebidas sin alcohol,ES,La Casera Gaseosa,5702855,BEBIDAS,BEBIDAS REFRESCANTES,REFRESCO CON GAS,GASEOSAS,"Gaseosas, limonadas",false,false,Reducido,10.0,Keines,Bebidas
5566,Surtido seco,Papel / Folios / Higiene,ES,TENA LADY NORMAL,"",PERFUMERIA E HIGIENE,PROTECCION/HIGIENE FEM,PROD.DE INCONTINENCIA,PROD.DE INCONTINENCIA,Productos de higiene para adultos y niÃ±os,false,true,Reducido,10.0,Keines,Surtido NF
9114,Nevera,Mopro (nev),ES,KAIKU BENECOL NATURAL,"","","","","",Yogures para beber / bebidas,false,false,Reducido,10.0,Keines,Fresco
9195,Surtido seco,Cosmetic,ES,Moussel Pack regalo,"","","","","","Geles de ducha, productos de baÃ±o, jabones",false,true,Ordinario,21.0,Keines,Surtido NF
5703813,Surtido seco,BollerÃ­a / Chips,ES,CuÃ©tara Nocilla Flakes,5703813,ALIMENTACION SECA,CEREALES,CEREALES DESAYUNO,CEREAL NINOS,BollerÃ­a,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5800739,Surtido seco,Desayuno,ES,Tirma Dulce de membrillo,5800739,CONSERVAS,CONSERV.FRUTAS&DULC,MERMELADA/CONFITURA/MEMB.,MEMBRILLOS Y JALEA,Confitura,false,false,Reducido,10.0,Keines,AlimentaciÃ³n
1088,Surtido seco,Bebidas sin alcohol,ES,"Font Vella 1,5L","",BEBIDAS,AGUA,AGUA,AGUA,Agua,false,false,Reducido,10.0,Keines,Bebidas
2976,Surtido seco,Licores,ES,"Larios Ginebra 37,5% vol.",5705416,BEBIDAS,ALCOHOLICAS ALTA GRAD.,GINEBRA,GINEBRA,Bebidas espirituosas blancas,false,false,Ordinario,21.0,18,Bebidas
5303,Surtido seco,Delicatessen/Especias/Mostaza,ES,MOMEN TOFU,"",QUESOS,TOFU,TOFU,TOFU,"Mostaza, salsa de rÃ¡bano picante, vinagre, salsas para ensalada, salsas para carne, otras salsas, otros",false,true,Reducido,10.0,Keines,AlimentaciÃ³n
5565,Surtido seco,Papel / Folios / Higiene,ES,TENA LADY MINI,"","","","","",Productos de higiene para adultos y niÃ±os,false,true,Reducido,10.0,Keines,Surtido NF
6389,Surtido seco,Vinos / Cavas,ES,Bach Vino blanco Extrissimo semidul,"","","","","",Vino blanco de Europa,false,true,Ordinario,21.0,18,Bebidas
7755,Surtido seco,Art. Limpieza,ES,FLOTA SPA EXPLOSION FRESCOR DETERGE,"",DROGUERIA,DETERGENTE,DETERGENTE LAVADORA,LIQUIDO,"Detergentes en polvo, lÃ­quido y en pastillas / suavizante",false,true,Ordinario,21.0,Keines,Surtido NF
8282,Fruta y Verdura,Fruta,ES,.,"","","","","",Bananas/PlÃ¡tanos,false,false,Cero,0.0,Keines,F&V/Plantas y Flores
9708,Surtido seco,Art. Limpieza,ES,Wipp Detergente Gel 64 lav+ Vernel,"","","","","","Detergentes en polvo, lÃ­quido y en pastillas / suavizante",false,false,Ordinario,21.0,Keines,Surtido NF
29686,Frischbrot / Hot Convenience,Bake off,ES,BAGUETTE RUSTICA,29686,"","","","","Baguette, panecillos, brezel",false,true,Superreducido,4.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
80250,Fruta y Verdura,Fruta,ES,Manzana Ariane,80250,"","","","",Frutas de pepita,false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
5708895,Surtido seco,Cosmetic,ES,Nivea 50 Crema Antiedad Antimanchas,5708895,"","","","",Productos solares,false,true,Ordinario,21.0,Keines,Surtido NF
5800187,Nevera,Mopro (nev),ES,.,5800187,"","","","",Yogures para beber / bebidas,false,true,Cero,0.0,Keines,Fresco
2545,Surtido seco,Aceite/Mantequilla/Margarina,ES,LA MASIA ACEITE DE OLIVA SUAVE,"","","","","",Aceites de oliva,false,false,Reducido,10.0,Keines,AlimentaciÃ³n
80700,Fruta y Verdura,Fruta,ES,Litchi,80700,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,FRUTAS,RESTO FRUTAS,Frutas exÃ³ticas,true,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
95718,Surtido seco,Art. Limpieza,ES,Suavizante Secret of Diamonds 66 la,95718,"","","","","Detergentes en polvo, lÃ­quido y en pastillas / suavizante",false,false,Ordinario,21.0,Keines,Surtido NF
5704353,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,Donettes,5704353,ALIMENTACION SECA,PASTEL.BOLLER.IND.,REST.PAST.BOLL.IND,REST.PAST.BOLL.IND,"Croissants, bollos, magdalenas",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5704355,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,La Bella Easo Weikis,5704355,ALIMENTACION SECA,PASTEL.BOLLER.IND.,REST.PAST.BOLL.IND,REST.PAST.BOLL.IND,"Croissants, bollos, magdalenas",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5706512,Surtido seco,Desayuno,ES,El Quijote Membrillo primera,5706512,CONSERVAS,CONSERV.FRUTAS&DULC,MERMELADA/CONFITURA/MEMB.,MEMBRILLOS Y JALEA,Confitura,false,true,Reducido,10.0,Keines,AlimentaciÃ³n
5800435,Surtido seco,Mopro,ES,CelgÃ¡n Batido de cacao,5800435,"","","","",Yogures para beber / bebidas,false,true,Reducido,10.0,Keines,AlimentaciÃ³n
5800608,Surtido seco,Cervezas / Derivados,ES,Chutney Cerveza artesana,5800608,"","","","","Cerveza, combinados de cerveza",false,false,Ordinario,21.0,18,Bebidas
4590,Nevera,Embutidos (Nevera),ES,Noel Fuet a la pimienta negra,5701342,FRESCOS PERECEDEROS,CHARCUTERIA,FIAMBRE Y EMBUTIDOS,FUET/LONGANIZA,Salami (pieza),false,true,Reducido,10.0,Keines,Fresco
5763,Surtido seco,Cosmetic,ES,NIVEA SOFT CREMA,"","","","","","Cremas, lociones, leche corporal, maquillaje",false,false,Ordinario,21.0,Keines,Surtido NF
9157,Surtido seco,Mopro,ES,Millac Preparado lÃ¡cteo,5800164,LECHES Y BATIDOS,LECHE LIQUIDA,LECHE LARGA VIDA,LECHE L.V. CLASICA,Leche UHT,false,true,Cero,0.0,Keines,AlimentaciÃ³n
5704727,Surtido seco,Vinos / Cavas,ES,Pedro Ximenez Vino generoso blanco,5704727,BEBIDAS,TOTAL VINOS,BLANCO,CON DENOMINACION,Vino blanco de Europa,false,false,Ordinario,21.0,18,Bebidas
5707190,Surtido seco,Cervezas / Derivados,ES,Cordobeer Cerveza pilsner,5707190,BEBIDAS,CERVEZA,CERVEZA,CON ALCOHOL,"Cerveza, combinados de cerveza",false,false,Ordinario,21.0,18,Bebidas
5707666,Carne,Carne Fresca,ES,Brocheta de vacuno con verduras,5707666,FRESCOS PERECEDEROS,CARNE FRESCA,VACUNO,VACUNO,Carne de vacuno,false,false,Reducido,10.0,Keines,Pollo/Carne/Pescado
5800569,Surtido seco,Golosinas,ES,Casa Ricardo Cacahuete choco leche,5800569,"","","","",Otros productos a base de chocolate,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
588,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,ORTIZ PAN TOSTADO INTEGRAL,"","","","","","Biscotes, pan crujiente, crackers",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
2223,Surtido seco,Vinos / Cavas,ES,BERBERANA CARTA DE ORO TEMPRANILLO,"",BEBIDAS,TOTAL VINOS,TINTO,CON DENOMINACION,Vino tinto de Europa,false,true,Ordinario,21.0,18,Bebidas
3341,Surtido seco,CafÃ©/TÃ©/Cacao,ES,Bonka CafÃ© mezcla duplo,"",ALIMENTACION SECA,CAFES/SUCEDANEOS,CAFE TOSTADO,CAFE MOLIDO,CafÃ© tostado,false,true,Reducido,10.0,Keines,AlimentaciÃ³n
5703602,Surtido seco,Cosmetic,ES,Flex ChampÃº cabellos grasos,5703602,PERFUMERIA E HIGIENE,PRODUCTOS CAPILARES,CHAMPU,CHAMPU,Productos para el cuidado del cabello,false,false,Ordinario,21.0,Keines,Surtido NF
5706067,Surtido seco,Bebidas sin alcohol,ES,Grace Bebida Aloe Refresh Mango,5706067,BEBIDAS,BEBIDAS REFRESCANTES,REFRESCO SIN GAS,RESTO REFR.SIN GAS,"Gaseosas, limonadas",false,false,Reducido,10.0,Keines,Bebidas
1602,Surtido seco,Cosmetic,ES,Fructis champÃº hidra rizos,"",PERFUMERIA E HIGIENE,PRODUCTOS CAPILARES,CHAMPU,CHAMPU,Productos para el cuidado del cabello,false,false,Ordinario,21.0,Keines,Surtido NF
5537,Surtido seco,Cosmetic,ES,Dove Pack combinado,"",PERFUMERIA E HIGIENE,PROD.CORPORALES PERSO.,GEL DE BANO Y DUCHA,GEL DE BANO Y DUCHA,"Cremas, lociones, leche corporal, maquillaje",false,false,Ordinario,21.0,Keines,Surtido NF
9110,Surtido seco,Cervezas / Derivados,ES,REDBOCQ CERVEZA CON SABOR A CEREZAS,"","","","","","Cerveza, combinados de cerveza",false,false,Ordinario,21.0,18,Bebidas
5703119,Surtido seco,Cervezas / Derivados,ES,"Ambar Cerveza especial A5,2%P13",5703119,BEBIDAS,CERVEZA,CERVEZA,CON ALCOHOL,"Cerveza, combinados de cerveza",false,false,Ordinario,21.0,18,Bebidas
5703180,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,Florette picatostes naturales,5703180,ALIMENTACION SECA,PANADERIA INDUSTRIAL,PAN TOSTADO,"BISCOTES,PICATOSTES","Biscotes, pan crujiente, crackers",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5704673,Surtido seco,BollerÃ­a / Chips,ES,Old El Paso Barquitas,5704673,ALIMENTACION SECA,PATATAS Y SNACKS,SNACKS,SNACKS,"Aperitivos salados, patatas fritas, productos extrusionados",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5705569,Surtido seco,Golosinas,ES,Mentos Gum P.B. Fresh Mint,5705569,ALIMENTACION SECA,"CHICLES, CARAMELO, GOLOSI",CHICLES,CHICLES,Otros productos dulces,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5705709,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,Pan de payÃ©s,5705709,ALIMENTACION SECA,PANADERIA INDUSTRIAL,OTROS PANES,OTROS PANES,"Pan de molde, pan, panecillos, baguettes",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5800986,Surtido seco,BollerÃ­a / Chips,ES,Lays Bugles 3D,5800986,ALIMENTACION SECA,PATATAS Y SNACKS,SNACKS,SNACKS,"Aperitivos salados, patatas fritas, productos extrusionados",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
1006,Nevera,Queso (nev),ES,QUESO AZUL FRANCÃ‰S,"","","","","",Queso tierno,false,true,Superreducido,4.0,Keines,Fresco
1663,Surtido seco,Cosmetic,ES,Johnson's baby aceite surt.,"",PRODUCTOS PARA BEBE,PRODS. CORPORALES BABY,PRODS. CORPORALES BABY,PRODS. CORPORALES BABY,Productos para el cuidado del cabello,false,false,Ordinario,21.0,Keines,Surtido NF
4591,Nevera,Queso (nev),ES,GARCIA BAQUERO QUESO SEMICURADO CUÃ‘,"","","","","",Queso de pasta dura y semidura (pieza),false,false,Superreducido,4.0,Keines,Fresco
5026,Surtido seco,BollerÃ­a / Chips,ES,RUFFLES AL SAL,"","","","","","Aperitivos salados, patatas fritas, productos extrusionados",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
7097,Surtido seco,BollerÃ­a / Chips,ES,Samai Chifles salados,5703349,ALIMENTACION SECA,PATATAS Y SNACKS,SNACKS,SNACKS,"Aperitivos salados, patatas fritas, productos extrusionados",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
9115,Carne,Carne Fresca,ES,Estofado de cerdo,5701296,FRESCOS PERECEDEROS,CARNE FRESCA,CERDO,CERDO,Cerdo,false,false,Reducido,10.0,Keines,Pollo/Carne/Pescado
9740,Surtido seco,Golosinas,ES,HARIBO CORAZONES DULCES SAN VALENTI,"","","","","","Caramelos, caramelos masticables de fruta",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
80117,Fruta y Verdura,Fruta,ES,Mandarina con hoja 750 g,80117,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,FRUTAS,MANDARINA,CÃ­tricos,false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
133227,Surtido seco,Vinos / Cavas,ES,Heredad Mestral Vino tinto Priorat,133227,BEBIDAS,TOTAL VINOS,TINTO,CON DENOMINACION,Vino tinto de Europa,false,false,Ordinario,21.0,18,Bebidas
5703403,Carne,Carne Fresca,ES,EscalopÃ­n de vacuno,5703403,FRESCOS PERECEDEROS,CARNE FRESCA,VACUNO,VACUNO,Carne de vacuno,true,false,Reducido,10.0,Keines,Pollo/Carne/Pescado
5707335,Surtido seco,Alim.BÃ¡sica/Desayuno/Bio,ES,Pastas Romero Penne sin gluten,5707335,ALIMENTACION SECA,PASTAS ALIMENTICIAS,PASTA SECA,PASTA SECA,Pasta,false,true,Reducido,10.0,Keines,AlimentaciÃ³n
1354,Surtido seco,Golosinas,ES,NESTLE CRUNCH,"",ALIMENTACION SECA,CHOCOLATES Y CREMAS,TABLETAS CHOCOLATE,TABLETAS CHOCOLATE,Otros productos a base de chocolate,false,false,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
2174,Surtido seco,Vinos / Cavas,ES,HACIENDA ZORITA VINO DE LA TIERRA,"","","","","",Vino tinto de Europa,false,false,Ordinario,21.0,18,Bebidas
2229,Frischbrot / Hot Convenience,Bake off,ES,Baguette,5702642,FRESCOS PERECEDEROS,PAN FRESCO,PAN FRESCO,PAN FRESCO,"Baguette, panecillos, brezel",false,true,Superreducido,4.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
8406,Surtido seco,Papel / Folios / Higiene,ES,Dodot Sensitive talla 1,"",PRODUCTOS PARA BEBE,PANALES BEBE,PANALES BEBE,PANALES BEBE,Productos de higiene para adultos y niÃ±os,false,true,Ordinario,21.0,Keines,Surtido NF
59534,Surtido seco,Vinos / Cavas,ES,Lapillus Vino tinto DO Ribera Roble,59534,BEBIDAS,TOTAL VINOS,TINTO,CON DENOMINACION,Vino tinto de Europa,false,false,Ordinario,21.0,18,Bebidas
2237,Surtido seco,BollerÃ­a / Chips,ES,FONTANEDA DIGESTIVE,"","","","","",BollerÃ­a,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
3259,Surtido seco,Golosinas,ES,NESTLÃ‰ EXTRAFINO TABLETA,"",ALIMENTACION SECA,CHOCOLATES Y CREMAS,TABLETAS CHOCOLATE,TABLETAS CHOCOLATE,Tabletas de chocolate (incl. mini),false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
4213,Surtido seco,Vinos / Cavas,ES,Vino blanco turbio,5703186,BEBIDAS,TOTAL VINOS,BLANCO,MESA,Vino blanco de Europa,false,false,Ordinario,21.0,18,Bebidas
4692,Surtido seco,Bebidas sin alcohol,ES,SCHWEPPES TÃ“NICA MULTIBERRIES,"","","","","","Gaseosas, limonadas",false,false,Reducido,10.0,Keines,Bebidas
4982,Surtido seco,Cervezas / Derivados,ES,"1906 Cerveza reserva 6,5% 15Âº",5703227,BEBIDAS,CERVEZA,CERVEZA,CON ALCOHOL,"Cerveza, combinados de cerveza",false,false,Ordinario,21.0,18,Bebidas
5004,Surtido seco,Golosinas,ES,MILKA OREO,"","","","","",Tabletas de chocolate (incl. mini),false,false,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
8783,Fruta y Verdura,Fruta,ES,Naranja,"",FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,FRUTAS,NARANJA,CÃ­tricos,false,false,Superreducido,4.0,Keines,F&V/Plantas y Flores
145165,Carne,Pescado Fresco,ES,Sepia,145165,"","","","",Pescado fresco,true,false,Reducido,10.0,Keines,Pollo/Carne/Pescado
